Temperature;Price
20,65;2,635
19,97;2,21
18,46;0,676
21,12;0,497
19,59;0,492
18,92;0,41
18,92;0,564
18,06;1,038
16,89;1,802
16,77;2,488
17,81;2,754
18,84;2,77
19,73;2,755
21,29;2,749
22,9;2,732
24,31;2,715
23,37;2,715
22,35;2,679
22,3;2,662
22,55;2,69
20,34;2,741
18,15;2,778
16,68;2,83
16,41;2,818
16,3;2,786
16,04;2,692
15,66;2,587
15,77;2,599
15,27;2,442
15,1;2,418
15,19;2,447
15,43;2,481
15,36;2,598
14,94;2,813
15,02;2,879
14,98;2,884
16,33;2,879
17,53;2,862
18,04;2,802
18,19;2,786
18,89;2,776
19,37;2,754
19,08;2,746
18,28;2,711
17,81;2,756
17,46;2,83
17,42;2,845
17,3;2,846
16,71;2,822
16,68;2,732
16,66;2,425
16,42;2,409
16,36;2,346
16,05;2,305
15,92;2,308
15,04;2,416
15,14;2,676
15,51;2,781
16,31;2,806
18,32;2,838
20,71;2,846
21,24;2,847
24,29;2,829
25,18;2,767
26,31;2,742
26,13;2,734
26,47;2,722
26,59;2,759
25,7;2,806
24,27;2,818
23,22;2,818
22,54;2,828
21,41;2,807
19,87;2,777
19,54;2,746
18,48;2,742
18,29;2,678
17,77;2,665
17,73;2,673
15,55;2,669
15,71;2,676
15,99;2,693
17,43;2,77
18,84;2,846
19,34;2,823
19,44;2,782
19,73;2,788
20,55;2,731
20,2;2,769
19,91;2,765
19,69;2,779
19,45;2,834
18,59;2,895
18,08;2,949
17,72;3,072
17;3,214
16,23;3,04
15,25;2,987
14,79;2,899
14,43;3,001
14,27;2,925
14,11;2,865
14,04;2,751
13,43;2,782
13,66;2,76
14,37;2,788
15,62;2,787
16,86;2,836
17,94;2,873
18,21;2,877
18,56;2,857
19,77;2,824
20,49;2,797
20,55;2,757
20,56;2,729
19,51;2,722
18,53;2,766
17,11;2,791
16,37;2,815
15,97;2,848
14,9;2,839
14,39;2,779
14,84;2,758
14,67;2,837
13,85;2,819
13,22;2,813
12,55;2,807
13,13;2,813
12,73;2,832
12,47;2,832
13,96;2,821
15,32;2,846
16,54;2,845
17,22;2,856
17,89;2,874
18,76;2,851
19,64;2,833
20,28;2,796
20,57;2,77
20,55;2,774
20,14;2,808
19,72;2,917
19,22;3,032
18,15;3,199
16,61;3,176
15,87;3,09
15,19;2,973
14,14;2,921
13,5;2,726
13,04;2,711
11,73;2,728
11,56;2,767
11,18;2,795
11,41;2,821
12,91;2,812
15,88;2,94
19,3;3,017
21,91;2,96
23,8;2,906
25,44;2,833
26,11;2,816
26,53;2,789
26,57;2,8
26,21;2,805
24,86;2,795
23,12;2,821
21,46;2,98
20,08;3,1
18,82;3,085
17,78;2,979
16,93;2,934
16,53;2,905
16,64;2,836
16,08;2,777
15;2,726
16,87;2,794
16,98;2,994
17,35;3,301
17,7;4,231
19,01;4,539
20,55;4,105
21,8;3,988
23,08;3,797
23,7;3,59
24,01;3,383
24,64;3,104
24,73;3,072
24,55;3,01
24,16;3,086
23,66;3,31
23,09;3,662
22,2;3,673
20,92;3,459
19,82;3,189
19,15;3,007
18,69;3,035
18,23;3,002
17,54;2,994
16,73;3,025
15,89;3,083
15,26;3,181
15,19;3,89
16,86;4,688
19,72;4,838
22,2;4,367
23,81;3,897
25,06;3,74
24,74;3,71
24,42;3,661
25,05;3,447
24,55;3,307
24,12;3,373
21,95;3,6
20,92;3,763
19,9;3,831
18,77;3,72
18,29;3,575
17,99;3,224
17,42;3,051
16,95;2,92
17,35;2,898
17,43;2,899
17,29;2,898
17,75;2,904
16,88;2,933
15,78;3,125
15,34;3,486
15,31;3,443
15,43;3,194
15,21;3,107
14,91;3,046
15,04;3,01
15,06;2,967
15,39;2,937
15,18;2,917
14,97;2,915
15;2,919
14,69;2,905
14,28;2,896
14,05;2,891
13,84;2,905
13,63;2,838
13,39;2,614
13,2;2,155
13,09;1,993
12,81;1,971
12,68;2,043
12,75;2,216
12,43;2,33
12,35;2,362
12,22;2,878
12,09;2,914
11,92;2,679
12,18;2,42
12,93;2,245
12,76;2,203
13,16;2,064
13,24;2,029
12,89;1,855
12,64;1,609
12,55;1,809
11,89;1,897
11,17;1,938
11,1;2,089
11,16;2,002
11,2;0,429
11,12;0,17
10,19;0,374
9,75;0,27
9,56;0,188
9,2;0,235
10,71;0,282
10,1;0,379
10,14;0,919
10,85;1,072
11,34;1,309
12,08;1,941
12,75;2,025
13,49;2,03
16,4;1,956
16,92;1,868
16,62;1,64
16,88;1,291
16,2;1,513
15,4;1,099
14,38;2,079
13,61;2,301
12,48;2,45
11,7;2,42
10,96;2,4
10,27;2,036
9,82;2,408
9,45;2,356
9,19;2,298
9,03;2,377
6,09;2,386
5,18;2,37
5;1,997
5,59;2,401
6,78;2,688
8,37;2,856
10,37;2,859
11,91;2,856
13,06;2,833
13,56;2,712
13,63;2,615
13,16;2,54
13,47;2,639
13,04;2,582
12,66;2,616
12,03;2,929
11,23;3,073
10,68;3,086
9,65;3,042
9,27;2,933
8,5;2,887
7,72;2,765
7,05;2,742
6,54;2,648
8,69;2,746
8,44;2,953
8,54;3,342
9,35;4,008
10,31;4,167
11,27;3,798
12,16;3,617
13,17;3,436
14,27;3,294
14,48;3,255
14,52;3,191
14,62;3,139
14,32;3,043
13,57;3,142
12,83;3,272
12,44;3,289
12,04;3,299
11,59;3,241
11,17;3,083
10,74;2,906
10,41;2,913
10,03;2,908
9,7;2,899
9,38;2,902
5,15;2,912
4,54;2,977
4,65;3,614
6,49;4,117
8,71;4,3
10,59;4,194
11,95;3,98
12,92;3,81
13,91;3,509
14,87;3,391
15,86;3,201
16,53;3,159
16,6;3,246
16,08;3,655
14,79;3,897
12,74;4,192
11,71;4,191
10,92;4,082
10,35;3,75
9,63;3,259
9,1;3,054
8,59;3,025
8,18;3,02
7,92;3,006
6,34;3,044
5,35;3,31
6,58;4,23
8,38;4,582
10,01;5,218
11,9;4,698
14,13;4,561
16,04;4,475
17,37;4,401
18,46;4,2
18,77;3,911
18,32;3,864
17,71;3,861
16,77;4,092
15,52;3,974
13,83;4,021
12,87;3,721
12,95;3,94
13,37;3,661
12,87;3,258
12,4;3,142
12,73;3,049
12,45;3,031
11,59;3,03
10,05;3,076
9,83;3,248
9,86;4,105
10,59;4,497
11,45;4,593
12,13;4,367
12,88;4,292
14,1;4,095
15,56;3,671
16,71;3,585
17,72;3,529
18;3,482
17,68;3,369
16,87;3,556
15,59;3,674
14,17;3,778
13,18;3,865
12,99;3,963
12,94;3,487
13,02;3,2
13,13;3,138
12,56;3,103
11,55;3,061
10,41;3,068
7,4;3,102
7,49;3,272
7,58;3,542
8,49;4,154
9,9;4,478
12,1;4,39
14,92;4,043
15,93;4,09
16,74;3,806
17,07;3,461
17,03;3,282
16,77;3,226
16,01;3,197
14,79;3,284
13,18;3,352
11,57;3,326
10,23;3,359
9,26;3,38
8,54;3,187
7,61;3,034
6,56;3,224
5,95;2,971
5,42;2,988
4,99;2,986
4,88;3,016
4,73;3,058
4,65;3,142
5,3;3,264
7,61;3,269
12,59;3,256
13,33;3,059
14,83;3,013
15,18;3,007
15,97;2,969
16,32;2,905
16,3;2,877
15,79;2,836
14,84;2,993
13,45;3,18
11,53;3,381
9,79;3,368
9,1;3,378
8,37;3,214
7,33;3,047
6,71;3,001
6,53;2,938
6,27;2,881
6,26;2,835
5,89;2,806
6,53;2,807
7,35;2,785
9,02;2,86
10,67;2,886
11,95;2,985
12,25;3,021
12,66;3,001
14,17;2,981
14,46;2,973
14,48;2,89
14,23;2,839
13,9;2,837
13,51;2,839
12,39;2,87
11,99;2,904
11,86;2,943
11,44;2,955
10,83;2,833
10,37;2,755
10,04;2,694
9,83;2,438
9,63;2,433
9,43;2,39
6,69;2,378
6,45;2,319
6,25;2,369
6,44;2,787
7,39;2,885
8,58;2,942
10,33;2,959
12,52;2,93
14,33;2,896
15,19;2,862
15,82;2,683
15,87;2,489
15,57;2,422
15,18;2,547
14,68;2,817
14,17;2,876
13,72;2,951
13,56;2,982
12,78;2,922
10,96;2,52
9,96;2,593
9,12;2,367
8,4;2,413
7,92;2,421
6,59;2,795
6,34;2,889
6,4;3,313
7,62;3,667
9,33;3,73
11,16;3,512
12,81;3,401
14,17;3,267
15,71;3,17
16,85;3,154
17,53;3,044
17,32;3,041
16,89;3,043
16,47;3,099
16,1;3,126
15,72;3,177
14,91;3,155
14,12;3,174
13,16;3,057
12,76;2,846
12,58;2,859
12,2;2,743
11,4;2,748
10,74;2,781
8,62;2,892
8,57;3,006
8,59;3,187
8,91;3,37
10,09;3,507
12,41;3,427
14,71;3,373
15,23;3,244
16,32;3,196
16,51;3,181
16,6;3,107
16,7;3,086
16,73;3,077
15,82;3,125
14,66;3,147
13,54;3,151
12,18;3,157
11,53;3,156
10,48;3,052
8,55;2,86
7,72;2,808
7,51;2,626
6,73;2,457
6,17;2,482
10,7;2,58
10,54;2,757
10,58;3,042
11,21;3,228
12,39;3,304
13,37;3,202
14,31;3,16
15,39;3,118
16,16;3,085
16,47;3,056
17,06;3,011
16,43;2,99
16,09;2,979
15,21;3,012
12,94;3,041
10,99;3,047
9,95;3,026
8,88;3,03
7,48;2,972
6,44;2,659
5,38;2,625
4,83;2,476
4,32;2,462
3,61;2,489
5,7;2,588
5,16;2,973
5,05;3,059
5,7;3,28
6,89;3,345
8,16;3,242
10,54;3,196
15,71;3,135
16,85;3,098
17,8;3,1
18,28;3,071
18,33;3,039
17,8;3,046
16,83;3,098
15,35;3,102
13,62;3,09
12,05;3,045
10,73;3,031
9,99;3,024
9,36;2,887
8,76;2,704
8,51;2,631
8,25;2,627
7,9;2,655
6,58;2,693
6,51;2,786
6,32;2,927
6,71;3,014
9,01;3,093
12,28;3,2
14,61;3,153
16,03;3,064
17,18;3,079
17,83;3,01
18,06;2,96
18,09;2,893
17,87;2,893
17,01;3,037
15,76;3,119
14,65;3,1
13,75;3,098
12,63;3,172
11,66;3,081
11,01;3,017
10,71;2,831
10,54;2,673
10,14;2,648
10,02;2,617
9,36;2,683
9,18;2,625
8,69;2,543
9,32;2,666
11,44;2,866
14,21;3,006
16,53;3,033
17,51;3,018
18,32;2,95
18,95;2,853
19,17;2,731
19,12;2,688
18,61;2,668
17,78;2,748
16,9;2,98
15,57;3,043
14,44;3,11
13,29;3,124
13,75;3,051
13,54;2,7
13,05;2,683
13;2,547
12,56;2,496
11,75;2,414
10,34;2,454
9,79;2,724
10,03;3,001
12,21;3,08
13,77;3,15
15;3,175
15,84;3,171
15,43;3,14
14,72;3,118
14,23;3,105
13,36;3,09
13,98;3,056
14,12;3,03
13,92;3,112
13,63;3,141
13,31;3,201
13,42;3,283
13,47;3,388
13,24;3,299
12,92;3,097
12,52;3,05
12,52;2,983
12,32;2,924
12,41;2,894
12,11;2,974
12,11;3,104
12,13;3,296
13,24;3,936
14,49;4,299
15,38;4,39
16,54;4,21
17,45;4,211
18;3,965
18,46;3,8
18,84;3,557
18,71;3,534
18,13;3,334
17,28;3,455
15,98;3,412
15,16;3,386
14,73;3,49
14,74;3,535
14,61;3,415
14,5;3,177
14,09;3,129
13,67;3,062
12,69;3,027
12,37;3,031
11,98;3,077
11,58;3,239
11,19;3,741
12,61;4,339
13,25;4,789
13,71;4,293
14,15;3,916
14,63;3,922
15,21;3,613
15,53;3,612
15,51;3,452
15,37;3,412
14,72;3,501
13,65;4,027
12,47;4,106
11,74;4,264
11,8;3,97
11,7;3,952
10,24;3,691
9,25;3,26
9,33;3,116
9,28;3,041
8,71;2,95
8,5;2,926
7,77;2,959
7,18;3,089
7,26;3,491
8,77;4,31
9,85;4,449
9,98;4,193
11,06;3,854
11,8;3,747
12,19;3,603
12,86;3,523
12,74;3,344
12,33;3,382
11,39;3,319
10,18;3,48
9,08;3,575
8,32;3,494
7,85;3,298
7,67;3,164
7,36;3,052
6,42;2,876
6,66;2,988
6,6;2,799
6,06;2,746
6,61;2,727
6,53;2,709
6,1;2,996
5,7;3,31
6,16;3,638
7,21;4,116
7,94;3,638
8,96;3,496
9,7;3,503
9,28;3,516
10,13;3,162
10,04;3,086
10,45;3,045
10,25;3,051
9,39;3,121
8,71;3,143
8,05;3,145
7,08;3,13
6,88;3,131
5,8;3,08
5,07;3,02
5,1;2,942
5,11;2,895
5,82;2,872
5,73;2,852
4,23;2,812
4,14;2,873
4,55;2,905
5,99;3,017
8,77;3,221
12,26;3,328
14,55;3,197
16,49;3,104
18,29;3,028
19,16;2,914
19,49;2,844
19,05;2,848
18,04;2,888
17,47;2,99
15,83;3,22
15,49;3,242
15,76;3,185
15,9;3,166
15,18;3,14
15,22;3,034
14,33;2,766
14,7;2,654
14;2,565
14,21;2,563
10,29;2,582
11,07;2,583
12,31;2,641
12,75;2,711
15,19;2,799
17,73;2,911
17,2;2,941
17,79;2,925
18,39;2,91
18,24;2,842
18,08;2,797
17,9;2,806
17,46;2,878
16,73;2,946
15,84;3,065
15,29;3,163
14,08;3,199
13,65;3,194
13,15;3,145
12,94;3,037
12,98;2,959
12,33;2,743
12,56;2,718
13,06;2,67
12,78;2,716
12,37;2,977
12,35;3,299
13,07;3,546
15,63;3,674
18,18;3,581
19,85;3,591
21,1;3,494
22,03;3,481
22,47;3,42
22,69;3,268
22,6;3,218
22,17;3,235
20,77;3,684
19,41;4,014
17,85;3,891
16,46;3,302
15,22;3,294
14,15;3,179
13,18;3,025
12,51;2,903
11,61;2,801
10,71;2,735
10,25;2,718
13,17;2,703
13,74;2,818
13,91;3,104
14,1;3,9
15,91;4,237
16,96;3,937
18,23;3,578
19,22;3,485
19,81;3,266
20,33;3,111
20,51;3,083
19,89;3,063
19,36;3,039
18,06;3,08
17,04;3,09
16,41;3,078
15,79;3,02
15,09;2,965
14,7;2,904
14,24;2,703
13,97;2,501
13,54;2,443
13,09;2,426
12,75;2,433
12,54;2,48
12,4;2,524
12,15;2,794
12,71;3,351
13,52;3,6
14,41;3,462
15,12;3,353
16,23;3,294
17,62;3,241
18,44;3,274
18,29;2,985
17,82;2,891
17,73;2,948
16,71;3,394
15,67;3,725
14,75;3,618
14,35;3,247
13,76;3,179
13,01;2,804
12,58;2,668
12,54;2,541
12,02;2,372
11,75;2,243
12,04;2,068
12,32;2,263
12,39;2,461
12,54;2,693
13,26;3,103
14,45;3,241
15,35;3,038
16,87;2,956
18,32;3,065
19,62;2,97
20,35;2,927
20,62;2,912
20,68;2,897
20,15;2,903
19,04;3,16
17,84;3,195
16,87;3,103
16,25;2,838
15,65;2,808
15,08;2,77
14,32;2,681
13,51;2,566
12,94;2,501
12,42;2,471
12,05;2,5
11,02;2,513
10,41;2,672
9,83;3,038
10,69;3,896
12,93;4,155
15,07;3,99
17,54;3,895
19,61;3,98
21,1;3,772
22,02;3,638
22,6;3,421
22,72;3,376
22,31;3,031
21,52;3,119
20,78;3,18
19,54;2,977
17,98;2,884
17,04;2,864
15,91;2,697
15,49;2,506
15,46;2,344
15,41;2,304
15,21;2,218
15,2;2,094
13,49;2,084
13,27;2,257
12,85;2,326
12,63;2,378
14,04;2,493
16,22;2,504
18,57;2,425
20,69;2,411
22,16;2,383
23,23;2,283
23,72;2,197
23,71;2,227
23,08;2,387
21,78;2,503
19,9;2,737
18,64;2,717
18,37;2,566
17,68;2,649
16,98;2,631
16,34;2,519
16;2,309
15,87;1,812
15,7;1,412
15,21;1,218
13,36;1,165
12,62;1,152
12,4;1,198
12,83;1,236
14,55;1,404
16,81;1,879
18,78;2,066
20,96;2,08
22,09;1,892
22,85;1,788
23,45;1,614
23,84;1,719
23,42;1,884
21,78;2,305
20,9;2,442
20,01;2,581
18,2;2,515
16,4;2,539
16,25;2,477
15,91;2,395
15,7;2,336
15,19;2,314
15,71;2,297
15,86;2,287
14,15;2,308
14,29;2,449
14,47;2,919
16;3,751
18,68;4,119
20;3,882
20,33;3,702
20,65;3,699
21,65;3,696
21,83;3,791
21,7;3,693
21,28;3,694
20,3;3,606
18,99;3,479
18;3,511
17,12;3,37
16,25;2,874
15,87;2,795
15,49;2,683
14,69;2,422
14,19;2,407
13,96;2,334
13,77;2,307
13,65;2,301
15,02;2,328
14,56;2,426
14,23;2,828
14,44;3,395
16,34;3,997
17,4;4,189
18,89;3,805
19,83;3,694
20,43;3,397
20,68;3,05
20,73;3,101
20,54;2,91
19,96;2,906
19,2;3,184
18,55;3,375
18,12;3,339
17,87;2,771
17,72;2,8
17,67;2,731
17,6;2,499
17,28;2,264
16,76;2,122
16,15;1,961
16,03;1,964
15,04;2,092
15,02;2,322
14,52;2,593
14,73;3,364
15,56;3,421
15,22;3,362
16,97;3,121
17,4;3,235
16,03;2,936
13,71;2,811
13,26;2,764
13,16;2,625
13,37;2,637
12,49;2,783
12,14;2,781
12;3,264
12,23;2,596
11,59;2,669
10,96;2,683
10,4;2,518
9,61;2,437
8,79;2,384
8,8;2,357
8,75;2,34
8,55;2,294
7,94;2,409
7,43;2,413
7,53;2,493
8,39;2,585
9,19;2,579
10,22;2,559
11,66;2,602
12,83;2,516
13,52;2,313
13,79;2,272
13,64;2,264
12,87;2,348
11,59;2,571
10,34;2,626
9,47;2,712
8,98;2,631
8,52;2,791
7,95;2,635
7,29;2,531
6,92;2,407
6,69;2,369
6,09;2,348
5,47;2,294
4,97;2,369
5,15;2,5
4,52;2,736
4,91;3,397
6,12;3,657
7,28;3,56
8,89;3,4
10,85;3,308
12,44;3,086
13,71;2,832
14,36;2,712
14,7;2,753
14,42;2,863
13,71;3,205
12,72;3,395
11,52;3,316
10,52;2,912
9,91;2,934
9,69;2,867
9,05;2,672
8,27;2,561
8,01;2,469
7,81;2,43
7,52;2,405
8,18;2,379
7,71;2,362
7,2;2,472
7,38;2,724
8,56;2,94
10,22;2,875
12;2,61
13,28;2,529
14,35;2,439
15,23;2,432
15,79;2,408
15,91;2,389
15,56;2,426
15,1;2,626
14,4;2,833
13,07;2,822
12,2;2,723
11,64;2,624
11,22;2,535
11,16;2,408
11,41;2,125
11,44;1,608
11,02;1,866
11,66;1,658
10,2;1,425
9,8;0,991
9,51;1,436
9,69;1,827
11,25;1,904
14,13;2,282
16,51;2,356
18,16;2,339
19,6;2,277
20,58;2,245
21,33;2,191
21,02;2,173
20,9;2,253
20,26;2,383
17,67;2,55
16,41;2,59
15,84;2,6
15,59;2,582
15,58;2,511
15,62;2,406
15,94;2,227
16,06;2,14
16,06;2,143
15,95;2,203
15,36;2,269
14,8;2,482
14,23;3,393
14,77;4,167
15,76;4,306
17,53;4,271
20,07;4,182
21,86;4,132
21,96;3,893
21,67;3,833
21,39;3,558
21,13;3,632
17,07;3,7
14,81;4,116
13,87;4,302
13,57;4,232
13,39;3,598
13,35;3,557
13,27;3,331
12,79;2,823
12,82;2,728
11,32;2,654
10,48;2,637
10,25;2,629
8,95;2,643
8,46;3,054
8,26;3,805
8,16;4,96
8,31;5,223
8,31;5,008
8,64;4,613
8,7;4,432
8,59;4,482
8,78;4,31
8,57;3,907
8,35;3,403
8,11;3,306
7,24;3,51
6,82;3,991
6,59;4,095
6,52;3,835
6,52;3,683
6,73;3,151
7,14;2,614
7,29;2,462
7,31;2,387
7,05;2,356
6,29;2,258
4,73;2,253
4,53;2,398
4,26;2,645
4,06;3,678
4,67;3,859
6,03;3,429
8,12;3,008
12,61;2,89
13,42;2,904
13,95;2,801
14,11;2,652
14,07;2,616
13,52;2,593
12,54;2,607
11,4;2,658
10,24;2,643
9,19;2,593
8,69;2,62
8;2,61
7,38;2,527
6,58;2,197
6,14;2,123
6,16;2,064
6,25;2,069
4,88;2,184
4,54;2,369
4,31;2,683
4,92;3,739
6,48;4,008
8,24;3,803
10,15;3,324
11,82;3,3
12,9;3,101
13,69;3,186
14,42;3,134
14,7;3,408
13,69;3,411
12,12;3,667
10,96;3,838
9,92;4,204
9,29;3,38
8,8;3,312
8,26;3,181
7,77;2,641
7,97;2,638
7,63;2,583
6;2,499
4,88;2,459
4,1;2,434
4,31;2,614
4,22;3,533
4,82;4,024
6,62;4,15
9,22;3,996
11,62;3,867
13,46;3,883
14,79;3,825
15,32;3,595
15,47;3,445
15,06;3,482
13,57;3,596
12,28;3,97
11,35;4,278
10,49;4,382
9,82;3,686
9,07;3,684
8,02;3,918
7,05;3,353
6,24;3,003
5,47;3,002
4,93;2,805
4,29;2,641
6,64;2,586
6,23;2,5
6,24;2,528
6,8;2,603
8,12;2,633
9,86;2,857
11,52;2,831
13,4;2,703
15,72;2,649
17,01;2,693
17,15;2,671
17,1;2,697
16,25;2,761
14,76;2,866
14,25;2,954
14,5;2,885
14,1;2,755
13,71;2,718
12,52;2,738
11,91;2,616
11,62;2,631
11,73;2,517
11,19;2,377
11,23;2,288
9,34;2,158
9,9;1,998
10,65;2,033
10,37;2,293
10,31;2,413
10,99;2,499
11,93;2,603
13,76;2,585
13,71;2,61
13,44;2,486
13,12;2,458
12,29;2,413
11,83;2,444
11,46;2,494
11,14;2,576
10,88;2,7
10,62;2,644
9,81;2,648
9,61;3,008
8,9;2,632
8,69;2,474
8,66;2,393
8,58;2,253
8,41;2,168
10,09;2,165
9,83;2,309
9,54;2,41
9,48;2,462
9,58;2,702
9,64;2,652
9,78;2,495
9,85;2,531
11,33;2,452
11,21;2,411
11,06;2,407
10,74;2,469
10,19;2,6
9,66;2,69
9,36;3,022
9,12;3,11
8,47;2,713
8;2,676
7,81;2,731
7,64;2,61
7,53;2,422
7,37;1,994
7,24;1,497
7,09;1,08
6,08;1,022
5,93;1,77
5,76;2,462
5,54;2,647
5,52;2,737
6,05;2,714
6,48;2,672
7,01;2,631
8,05;2,562
8,03;2,378
7,92;2,271
7,7;2,154
7,48;2,098
7,21;2,195
6,71;2,272
6,17;2,308
5,93;2,192
5,49;2,044
4,81;2,023
3,05;1,355
1,55;1,067
1,45;0,88
2,68;0,682
3,63;0,463
4,19;0,442
3,87;0,571
3,93;1,98
4,29;2,368
4,86;2,453
5,63;2,393
6,73;2,358
7,55;2,299
8,52;2,227
8,81;2,217
8,67;2,188
7,84;2,027
6,96;1,993
6,09;1,97
6,14;2,037
6,14;2,313
6,17;2,203
6,14;2,197
5,92;2,158
5,44;1,84
4,78;1,55
3,45;1,02
2,78;0,991
3,55;0,986
3,58;0,992
4,06;1,86
4,15;2,409
5,15;2,798
7,01;2,93
8,5;2,939
9,73;3,147
11,29;3,167
13,05;3,038
14,38;3
14,53;2,988
14,29;3,002
13,25;3,165
10,98;3,395
9,69;3,64
8,84;3,776
8,26;3,245
8,22;3,373
7,89;3,248
7,57;2,808
7,43;2,676
7,18;2,491
6,85;2,461
6,26;2,404
3,73;2,43
3,95;2,754
4,02;3,329
4,03;3,938
4,66;4,259
6,12;4,059
9,01;4,022
13,61;4,081
15,71;3,638
16,69;3,383
17,25;3,105
17,17;2,909
15,94;2,969
13,63;3,144
11,87;3,32
10,29;3,288
10,12;2,894
10,17;2,766
11,42;2,636
10,67;2,477
10,71;2,668
11,23;2,447
11,19;2,41
10,71;2,365
9,81;2,319
9,73;2,367
9,91;2,427
10,98;2,676
13,41;2,915
15,16;3,117
15,82;2,99
16,32;2,994
16,21;2,835
16,84;2,586
16,88;2,501
16,61;2,503
14,44;2,66
13,26;2,91
12,53;3,149
11,79;2,988
10,45;2,724
9,38;2,747
9,03;2,735
8,84;2,589
8,6;2,65
8,67;2,452
8,64;2,178
8,58;1,8
8,87;1,539
8,92;1,26
8,36;1,284
8,24;1,649
10,07;1,843
12,21;2,086
14,16;2,191
15,58;2,188
16,61;2,165
16,31;2,109
16,23;2,08
16,32;2,022
15,64;2,115
14,9;2,358
13,84;2,582
13,1;2,791
12,41;2,675
11,51;2,64
10,83;2,576
10,32;2,436
9,69;2,422
8,61;2,066
7,87;1,815
7,92;1,46
8,8;1,566
8,26;1,988
7,51;2,473
7,34;3,317
8,92;3,384
11,23;2,995
12,76;2,826
11,93;2,636
11,43;2,327
12,61;2,272
13,77;2,228
14,83;2,22
14,63;2,196
13,73;2,223
12,87;2,431
11,97;2,394
11,62;2,333
11,36;2,326
11,02;2,238
10,98;2,001
10,62;1,798
10,52;1,07
10,34;0,787
10,12;0,742
11,28;0,892
11,19;1,585
11,1;2,267
11,24;2,56
12,16;2,771
13,81;2,639
15,16;2,666
16,32;2,83
15,53;2,74
16;2,775
16,16;2,778
15,96;2,723
15,14;2,588
14,66;2,913
14,28;3,548
13,99;3,791
13,71;3,431
13,42;3,412
13,04;3,214
12,75;2,622
12,5;2,421
12,16;2,333
11,61;2,31
11,03;2,313
8,61;2,337
8,12;2,406
7,76;3,357
7,64;4,027
8,34;4,376
9,19;4,163
10,79;4,112
12,19;3,993
13,31;3,694
14,01;3,599
14,22;3,592
13,94;3,502
12,99;3,435
11,99;3,632
11,4;3,681
10,98;3,539
10,68;3,003
10,57;2,897
10,44;2,885
10,31;2,614
10,23;2,636
10,11;2,563
10,06;2,468
9,99;2,453
7,72;2,448
7,27;2,692
7,26;3,125
7,63;3,69
9,05;3,8
10,24;3,549
11,41;3,069
12,35;3,276
13,18;2,914
13,81;2,841
13,96;2,903
13,95;2,716
13,13;2,951
12,59;3,079
11,92;3,164
11,15;3,096
10,68;2,771
10,45;2,829
9,91;2,961
9,73;2,648
9,45;2,474
9,57;2,335
9,82;2,2
9,82;2,107
6,87;2,105
7,27;2,241
7,58;2,594
7,99;3,077
8,96;2,797
10,06;2,666
10,77;2,423
11,42;2,397
12,14;2,349
12,77;2,33
12,97;2,284
12,83;2,253
12,26;2,209
11,86;2,2
11,63;2,177
10,95;2,301
9,45;2,305
8,13;2,296
7,51;2,323
7,16;2,183
6,78;2,03
5,87;1,802
6,66;1,708
7,81;1,949
9,08;1,846
9,53;1,977
9,31;1,914
9,03;2,1
10,68;2,301
12,82;2,349
14,18;2,324
15,55;2,309
16,05;2,282
16,39;2,255
14,59;2,209
14,63;2,222
13,21;2,291
12,64;2,398
14,1;2,454
13,66;2,44
13,76;2,401
13,2;2,363
12,94;2,365
12,86;2,306
12,93;2,426
12,39;2,374
11,61;2,341
10,9;2,308
11,11;2,195
10,4;2,249
10,3;2,339
10,91;2,408
11,53;2,44
12,87;2,44
15,59;2,434
17,18;2,424
18,09;2,413
18,8;2,353
19,29;2,198
18,74;2,29
17,37;2,36
13,93;2,426
13,74;2,426
14,15;2,439
13,81;2,438
13,63;2,42
13,42;2,491
13,11;2,491
12,65;2,408
12,68;2,376
13,05;2,332
13,3;2,312
12,08;2,355
12,55;2,424
12,83;2,533
13,8;2,887
15,04;2,86
16,31;2,838
16,8;2,886
15,59;2,812
14,98;2,792
14,18;2,707
13,21;2,719
12,99;2,574
11,99;2,495
11,79;2,594
11,67;2,727
11;2,889
10,74;2,748
10,45;2,651
10,12;2,555
9,85;2,428
9,88;2,435
9,81;2,371
9,57;2,301
9,42;2,263
8,29;2,281
8,19;2,364
8,06;2,69
8,03;3,07
8,7;3,284
9,54;3,047
9,77;3,072
9,64;2,826
10,37;2,646
11,09;2,588
11,16;2,513
10,73;2,455
10,1;2,42
9,83;2,423
9,24;2,433
9,02;2,468
8,77;2,433
8,19;2,422
7,96;2,426
7,46;2,395
6,9;2,396
6,44;2,325
6,26;2,304
5,95;2,292
6,87;2,291
6,65;2,417
6,48;2,957
6,37;3,042
6,63;2,994
6,97;3,113
7,4;3,302
7,75;3,353
8,22;3,403
8,54;3,289
8,68;3,186
8,69;2,882
8,41;2,771
8,33;3,286
8,2;3,64
8,07;3,875
7,93;3,304
7,72;4,064
7,51;3,985
7,31;3,297
7,1;2,999
6,91;2,785
6,71;2,558
6,52;2,501
6,33;2,504
6,15;2,947
6,01;3,646
5,91;4,239
6,13;4,48
6,51;4,088
6,94;3,891
7,59;3,715
9,88;3,496
10,17;3,171
10,37;3,032
9,94;3,037
8,97;3,017
8,8;3,743
8,62;3,99
8,39;4,09
8,02;3,805
7,61;3,756
7,2;3,52
